prfInformationCarrier,prfYear,prfMonth,prfPrdOilGrossMillSm3,prfPrdGasGrossBillSm3,prfPrdCondensateGrossMillSm3,prfPrdOeGrossMillSm3,prfPrdProducedWaterInFieldMillSm3,prfNpdidInformationCarrier
TOR,1986,11,0.05929,0.03517,0.00000,0.09446,0.00000,43520
TOR,1986,12,0.06047,0.03634,0.00000,0.09680,0.00000,43520
TOR,1987,1,0.05392,0.03517,0.00000,0.08909,0.00000,43520
TOR,1987,2,0.05067,0.03002,0.00000,0.08068,0.00000,43520
TOR,1987,3,0.05509,0.03307,0.00000,0.08816,0.00000,43520
TOR,1987,4,0.05004,0.03122,0.00000,0.08126,0.00000,43520
TOR,1987,5,0.05213,0.03312,0.00000,0.08525,0.00000,43520
TOR,1987,6,0.04997,0.03004,0.00000,0.08001,0.00000,43520
TOR,1987,7,0.04548,0.02916,0.00000,0.07463,0.00000,43520
TOR,1987,8,0.01146,0.00790,0.00000,0.01936,0.00000,43520
TOR,1987,9,0.04321,0.02656,0.00000,0.06976,0.00000,43520
TOR,1987,10,0.04819,0.03179,0.00000,0.07998,0.00000,43520
TOR,1987,11,0.04510,0.02907,0.00000,0.07417,0.00000,43520
TOR,1987,12,0.05730,0.03368,0.00000,0.09098,0.00000,43520
TOR,1988,1,0.05351,0.03134,0.00000,0.08485,0.00000,43520
TOR,1988,2,0.04866,0.02749,0.00000,0.07615,0.00000,43520
TOR,1988,3,0.04940,0.02926,0.00000,0.07865,0.00000,43520
TOR,1988,4,0.04697,0.02776,0.00000,0.07473,0.00000,43520
TOR,1988,5,0.05101,0.02882,0.00000,0.07982,0.00000,43520
TOR,1988,6,0.01481,0.00824,0.00000,0.02306,0.00000,43520
TOR,1988,7,0.05445,0.02881,0.00000,0.08325,0.00000,43520
TOR,1988,8,0.04822,0.02785,0.00000,0.07607,0.00000,43520
TOR,1988,9,0.04476,0.02581,0.00000,0.07057,0.00000,43520
TOR,1988,10,0.04302,0.02675,0.00000,0.06976,0.00000,43520
TOR,1988,11,0.05771,0.03038,0.00000,0.08809,0.00000,43520
TOR,1988,12,0.05861,0.03182,0.00000,0.09043,0.00000,43520
TOR,1989,1,0.05654,0.03107,0.00000,0.08761,0.00000,43520
TOR,1989,2,0.04845,0.02746,0.00000,0.07591,0.00000,43520
TOR,1989,3,0.05013,0.02812,0.00000,0.07825,0.00000,43520
TOR,1989,4,0.04843,0.02821,0.00000,0.07664,0.00000,43520
TOR,1989,5,0.04632,0.02587,0.00000,0.07219,0.00000,43520
TOR,1989,6,0.04980,0.02938,0.00000,0.07918,0.00000,43520
TOR,1989,7,0.05537,0.03083,0.00000,0.08620,0.00000,43520
TOR,1989,8,0.04696,0.02715,0.00000,0.07410,0.00000,43520
TOR,1989,9,0.03464,0.01974,0.00000,0.05438,0.00000,43520
TOR,1989,10,0.04738,0.02015,0.00000,0.06753,0.00000,43520
TOR,1989,11,0.05449,0.02520,0.00000,0.07969,0.00000,43520
TOR,1989,12,0.05484,0.02765,0.00000,0.08249,0.00000,43520
TOR,1990,1,0.05733,0.02791,0.00000,0.08524,0.00000,43520
TOR,1990,2,0.04715,0.02442,0.00000,0.07157,0.00000,43520
TOR,1990,3,0.05140,0.02640,0.00000,0.07780,0.00000,43520
TOR,1990,4,0.04488,0.02178,0.00000,0.06665,0.00000,43520
TOR,1990,5,0.04702,0.02112,0.00000,0.06814,0.00000,43520
TOR,1990,6,0.04338,0.02040,0.00000,0.06379,0.00000,43520
TOR,1990,7,0.04034,0.01763,0.00000,0.05796,0.00000,43520
TOR,1990,8,0.04193,0.01942,0.00000,0.06135,0.00000,43520
TOR,1990,9,0.04152,0.02033,0.00000,0.06185,0.00000,43520
TOR,1990,10,0.04249,0.01924,0.00000,0.06173,0.00000,43520
TOR,1990,11,0.03785,0.01788,0.00000,0.05573,0.00000,43520
TOR,1990,12,0.03950,0.01781,0.00000,0.05731,0.00000,43520
TOR,1991,1,0.03998,0.01779,0.00000,0.05777,0.00000,43520
TOR,1991,2,0.03460,0.01584,0.00000,0.05044,0.00000,43520
TOR,1991,3,0.03834,0.01764,0.00000,0.05598,0.00000,43520
TOR,1991,4,0.03691,0.01675,0.00000,0.05366,0.00000,43520
TOR,1991,5,0.03606,0.01621,0.00000,0.05227,0.00000,43520
TOR,1991,6,0.03561,0.01829,0.00000,0.05390,0.00000,43520
TOR,1991,7,0.03262,0.01494,0.00000,0.04755,0.00000,43520
TOR,1991,8,0.01479,0.00587,0.00000,0.02066,0.00000,43520
TOR,1991,9,0.01750,0.01019,0.00000,0.02768,0.00000,43520
TOR,1991,10,0.03179,0.01316,0.00000,0.04495,0.00000,43520
TOR,1991,11,0.03084,0.01278,0.00000,0.04362,0.00000,43520
TOR,1991,12,0.03097,0.01300,0.00000,0.04397,0.00000,43520
TOR,1992,1,0.02961,0.01217,0.00000,0.04178,0.00000,43520
TOR,1992,2,0.02541,0.01058,0.00000,0.03599,0.00000,43520
TOR,1992,3,0.02969,0.01167,0.00000,0.04135,0.00000,43520
TOR,1992,4,0.03080,0.01181,0.00000,0.04261,0.00000,43520
TOR,1992,5,0.03386,0.01459,0.00000,0.04845,0.00000,43520
TOR,1992,6,0.03893,0.01811,0.00000,0.05703,0.00000,43520
TOR,1992,7,0.04033,0.01532,0.00000,0.05565,0.00000,43520
TOR,1992,8,0.03633,0.01354,0.00000,0.04988,0.00000,43520
TOR,1992,9,0.03227,0.01204,0.00000,0.04431,0.00000,43520
TOR,1992,10,0.02529,0.01001,0.00000,0.03531,0.00000,43520
TOR,1992,11,0.03387,0.01199,0.00000,0.04585,0.00000,43520
TOR,1992,12,0.03268,0.01138,0.00000,0.04406,0.00000,43520
TOR,1993,1,0.03465,0.01218,0.00000,0.04683,0.00000,43520
TOR,1993,2,0.02698,0.00895,0.00000,0.03593,0.00000,43520
TOR,1993,3,0.03186,0.00934,0.00000,0.04120,0.00000,43520
TOR,1993,4,0.02531,0.00779,0.00000,0.03310,0.00000,43520
TOR,1993,5,0.03335,0.00911,0.00000,0.04246,0.00000,43520
TOR,1993,6,0.02896,0.00849,0.00000,0.03745,0.00000,43520
TOR,1993,7,0.03229,0.00861,0.00000,0.04089,0.00000,43520
TOR,1993,8,0.02800,0.00834,0.00000,0.03634,0.00000,43520
TOR,1993,9,0.02823,0.00767,0.00000,0.03590,0.00000,43520
TOR,1993,10,0.03073,0.00838,0.00000,0.03911,0.00000,43520
TOR,1993,11,0.02989,0.00797,0.00000,0.03786,0.00000,43520
TOR,1993,12,0.03102,0.00826,0.00000,0.03928,0.00000,43520
TOR,1994,1,0.03072,0.00790,0.00000,0.03862,0.00000,43520
TOR,1994,2,0.02921,0.00646,0.00000,0.03568,0.00000,43520
TOR,1994,3,0.03067,0.00778,0.00000,0.03844,0.00000,43520
TOR,1994,4,0.02891,0.00720,0.00000,0.03611,0.00000,43520
TOR,1994,5,0.03146,0.00809,0.00000,0.03955,0.00000,43520
TOR,1994,6,0.03060,0.00763,0.00000,0.03823,0.00000,43520
TOR,1994,7,0.02906,0.00767,0.00000,0.03673,0.00000,43520
TOR,1994,8,0.02128,0.00477,0.00000,0.02605,0.00000,43520
TOR,1994,9,0.03074,0.00723,0.00000,0.03797,0.00000,43520
TOR,1994,10,0.02834,0.00658,0.00000,0.03491,0.00000,43520
TOR,1994,11,0.02851,0.00660,0.00000,0.03511,0.00000,43520
TOR,1994,12,0.03112,0.00708,0.00000,0.03820,0.00000,43520
TOR,1995,1,0.03093,0.00716,0.00000,0.03809,0.00000,43520
TOR,1995,2,0.02518,0.00576,0.00000,0.03093,0.00000,43520
TOR,1995,3,0.02905,0.00684,0.00000,0.03589,0.00000,43520
TOR,1995,4,0.02738,0.00633,0.00000,0.03370,0.00000,43520
TOR,1995,5,0.03016,0.00680,0.00000,0.03696,0.00000,43520
TOR,1995,6,0.02770,0.00636,0.00000,0.03406,0.00000,43520
TOR,1995,7,0.03179,0.00707,0.00000,0.03886,0.00000,43520
TOR,1995,8,0.03078,0.00710,0.00000,0.03789,0.00000,43520
TOR,1995,9,0.02842,0.00617,0.00000,0.03459,0.00000,43520
TOR,1995,10,0.03020,0.00675,0.00000,0.03694,0.00000,43520
TOR,1995,11,0.02291,0.00521,0.00000,0.02812,0.00000,43520
TOR,1995,12,0.03503,0.00684,0.00000,0.04187,0.00000,43520
TOR,1996,1,0.03238,0.00635,0.00000,0.03873,0.00000,43520
TOR,1996,2,0.02867,0.00546,0.00000,0.03413,0.00000,43520
TOR,1996,3,0.03343,0.00641,0.00000,0.03984,0.00000,43520
TOR,1996,4,0.03104,0.00621,0.00000,0.03725,0.00000,43520
TOR,1996,5,0.03261,0.00678,0.00000,0.03939,0.00000,43520
TOR,1996,6,0.02967,0.00587,0.00000,0.03554,0.00000,43520
TOR,1996,7,0.01323,0.00246,0.00000,0.01569,0.00000,43520
TOR,1996,8,0.03873,0.00680,0.00000,0.04553,0.00000,43520
TOR,1996,9,0.03314,0.00610,0.00000,0.03924,0.00000,43520
TOR,1996,10,0.03254,0.00592,0.00000,0.03846,0.00000,43520
TOR,1996,11,0.03167,0.00561,0.00000,0.03728,0.00000,43520
TOR,1996,12,0.03257,0.00585,0.00000,0.03841,0.00000,43520
TOR,1997,1,0.02879,0.00482,0.00000,0.03361,0.00000,43520
TOR,1997,2,0.03047,0.00539,0.00000,0.03586,0.00000,43520
TOR,1997,3,0.02864,0.00532,0.00000,0.03397,0.00000,43520
TOR,1997,4,0.03273,0.00595,0.00000,0.03868,0.00000,43520
TOR,1997,5,0.03163,0.00525,0.00000,0.03688,0.00000,43520
TOR,1997,6,0.02953,0.00492,0.00000,0.03444,0.00000,43520
TOR,1997,7,0.03250,0.00548,0.00000,0.03797,0.00000,43520
TOR,1997,8,0.03023,0.00521,0.00000,0.03545,0.00000,43520
TOR,1997,9,0.02968,0.00500,0.00000,0.03468,0.00000,43520
TOR,1997,10,0.03413,0.00583,0.00000,0.03995,0.00000,43520
TOR,1997,11,0.03075,0.00543,0.00000,0.03618,0.00000,43520
TOR,1997,12,0.02865,0.00475,0.00000,0.03340,0.00000,43520
TOR,1998,1,0.02901,0.00496,0.00000,0.03397,0.00000,43520
TOR,1998,2,0.02935,0.00510,0.00000,0.03445,0.00000,43520
TOR,1998,3,0.03121,0.00538,0.00000,0.03659,0.00000,43520
TOR,1998,4,0.02883,0.00507,0.00000,0.03390,0.00000,43520
TOR,1998,5,0.03001,0.00537,0.00000,0.03538,0.00000,43520
TOR,1998,6,0.02902,0.00383,0.00000,0.03285,0.00000,43520
TOR,1998,7,0.02923,0.00396,0.00000,0.03319,0.00000,43520
TOR,1998,8,0.00321,0.00040,0.00000,0.00361,0.00000,43520
TOR,1998,9,0.00154,0.00023,0.00000,0.00177,0.00000,43520
TOR,1998,10,0.00667,0.00097,0.00000,0.00764,0.00000,43520
TOR,1998,11,0.00114,0.00023,0.00000,0.00136,0.00000,43520
TOR,1998,12,0.02039,0.00292,0.00000,0.02332,0.00000,43520
TOR,1999,1,0.02429,0.00334,0.00000,0.02763,0.00000,43520
TOR,1999,2,0.02150,0.00326,0.00000,0.02476,0.00000,43520
TOR,1999,3,0.02450,0.00370,0.00000,0.02821,0.00000,43520
TOR,1999,4,0.01154,0.00194,0.00000,0.01348,0.00000,43520
TOR,1999,5,0.02591,0.00339,0.00000,0.02930,0.00000,43520
TOR,1999,6,0.02189,0.00299,0.00000,0.02489,0.00000,43520
TOR,1999,7,0.02250,0.00317,0.00000,0.02566,0.00000,43520
TOR,1999,8,0.00901,0.00155,0.00000,0.01056,0.00000,43520
TOR,1999,9,0.01052,0.00178,0.00000,0.01230,0.00000,43520
TOR,1999,10,0.01131,0.00173,0.00000,0.01304,0.00000,43520
TOR,1999,11,0.02427,0.00303,0.00000,0.02730,0.00000,43520
TOR,1999,12,0.02396,0.00333,0.00000,0.02729,0.00000,43520
TOR,2000,1,0.02462,0.00479,0.00000,0.02941,0.04057,43520
TOR,2000,2,0.01866,0.00389,0.00000,0.02255,0.03074,43520
TOR,2000,3,0.02534,0.00478,0.00000,0.03013,0.04209,43520
TOR,2000,4,0.02261,0.00433,0.00000,0.02694,0.03822,43520
TOR,2000,5,0.02298,0.00433,0.00000,0.02730,0.03980,43520
TOR,2000,6,0.02231,0.00437,0.00000,0.02668,0.03846,43520
TOR,2000,7,0.02246,0.00427,0.00000,0.02673,0.03734,43520
TOR,2000,8,0.02298,0.00425,0.00000,0.02722,0.03896,43520
TOR,2000,9,0.02094,0.00390,0.00000,0.02484,0.03565,43520
TOR,2000,10,0.00880,0.00252,0.00000,0.01132,0.01115,43520
TOR,2000,11,0.02285,0.00402,0.00000,0.02687,0.06431,43520
TOR,2000,12,0.02167,0.00379,0.00000,0.02546,0.05137,43520
TOR,2001,1,0.02247,0.00412,0.00000,0.02659,0.07393,43520
TOR,2001,2,0.01655,0.00312,0.00000,0.01967,0.04108,43520
TOR,2001,3,0.02057,0.00370,0.00000,0.02427,0.06095,43520
TOR,2001,4,0.02324,0.00413,0.00000,0.02737,0.08951,43520
TOR,2001,5,0.02349,0.00400,0.00000,0.02748,0.08823,43520
TOR,2001,6,0.02123,0.00370,0.00000,0.02493,0.07405,43520
TOR,2001,7,0.02402,0.00412,0.00000,0.02814,0.08553,43520
TOR,2001,8,0.01131,0.00200,0.00000,0.01331,0.04018,43520
TOR,2001,9,0.02254,0.00352,0.00000,0.02607,0.03632,43520
TOR,2001,10,0.02526,0.00383,0.00000,0.02909,0.04300,43520
TOR,2001,11,0.02351,0.00381,0.00000,0.02732,0.04146,43520
TOR,2001,12,0.02326,0.00369,0.00000,0.02696,0.04032,43520
TOR,2002,1,0.02245,0.00322,0.00000,0.02567,0.03738,43520
TOR,2002,2,0.02122,0.00329,0.00000,0.02451,0.03582,43520
TOR,2002,3,0.02328,0.00356,0.00000,0.02684,0.04213,43520
TOR,2002,4,0.02303,0.00336,0.00000,0.02639,0.04137,43520
TOR,2002,5,0.02205,0.00323,0.00000,0.02528,0.03781,43520
TOR,2002,6,0.01813,0.00239,0.00000,0.02051,0.03761,43520
TOR,2002,7,0.01322,0.00166,0.00000,0.01488,0.01882,43520
TOR,2002,8,0.01320,0.00181,0.00000,0.01500,0.02133,43520
TOR,2002,9,0.01297,0.00187,0.00000,0.01484,0.02565,43520
TOR,2002,10,0.01269,0.00241,0.00000,0.01509,0.01704,43520
TOR,2002,11,0.01492,0.00176,0.00000,0.01668,0.03065,43520
TOR,2002,12,0.01615,0.00268,0.00000,0.01883,0.03374,43520
TOR,2003,1,0.01608,0.00273,0.00000,0.01881,0.04118,43520
TOR,2003,2,0.01548,0.00254,0.00000,0.01802,0.03868,43520
TOR,2003,3,0.01714,0.00288,0.00000,0.02002,0.03671,43520
TOR,2003,4,0.01817,0.00303,0.00000,0.02120,0.02497,43520
TOR,2003,5,0.02096,0.00338,0.00000,0.02433,0.02834,43520
TOR,2003,6,0.01883,0.00318,0.00000,0.02202,0.02788,43520
TOR,2003,7,0.00904,0.00159,0.00000,0.01063,0.01586,43520
TOR,2003,8,0.01045,0.00199,0.00000,0.01244,0.02089,43520
TOR,2003,9,0.00937,0.00188,0.00000,0.01125,0.02040,43520
TOR,2003,10,0.00952,0.00193,0.00000,0.01145,0.02152,43520
TOR,2003,11,0.00860,0.00175,0.00000,0.01035,0.01969,43520
TOR,2003,12,0.00861,0.00171,0.00000,0.01032,0.01956,43520
TOR,2004,1,0.01874,0.00301,0.00000,0.02175,0.02063,43520
TOR,2004,2,0.01589,0.00268,0.00000,0.01857,0.01766,43520
TOR,2004,3,0.01604,0.00288,0.00000,0.01892,0.02130,43520
TOR,2004,4,0.01092,0.00197,0.00000,0.01289,0.01526,43520
TOR,2004,5,0.01977,0.00335,0.00000,0.02313,0.02263,43520
TOR,2004,6,0.01661,0.00279,0.00000,0.01940,0.01804,43520
TOR,2004,7,0.01298,0.00239,0.00000,0.01537,0.01835,43520
TOR,2004,8,0.01131,0.00193,0.00000,0.01324,0.01252,43520
TOR,2004,9,0.00883,0.00146,0.00000,0.01029,0.00425,43520
TOR,2004,10,0.02346,0.00386,0.00000,0.02732,0.00996,43520
TOR,2004,11,0.02146,0.00372,0.00000,0.02518,0.00861,43520
TOR,2004,12,0.02091,0.00355,0.00000,0.02445,0.00806,43520
TOR,2005,1,0.01717,0.00297,0.00000,0.02014,0.00322,43520
TOR,2005,2,0.01727,0.00299,0.00000,0.02026,0.00344,43520
TOR,2005,3,0.01872,0.00325,0.00000,0.02196,0.00370,43520
TOR,2005,4,0.01725,0.00303,0.00000,0.02029,0.00328,43520
TOR,2005,5,0.01332,0.00234,0.00000,0.01566,0.00308,43520
TOR,2005,6,0.00329,0.00050,0.00000,0.00379,0.00077,43520
TOR,2005,7,0.02157,0.00341,0.00000,0.02498,0.00473,43520
TOR,2005,8,0.01939,0.00314,0.00000,0.02253,0.00395,43520
TOR,2005,9,0.01741,0.00292,0.00000,0.02033,0.00397,43520
TOR,2005,10,0.01147,0.00213,0.00000,0.01360,0.00225,43520
TOR,2005,11,0.01177,0.00214,0.00000,0.01391,0.00254,43520
TOR,2005,12,0.01110,0.00204,0.00000,0.01314,0.00230,43520
TOR,2006,1,0.01103,0.00212,0.00000,0.01315,0.00210,43520
TOR,2006,2,0.00943,0.00186,0.00000,0.01129,0.00244,43520
TOR,2006,3,0.01087,0.00205,0.00000,0.01292,0.00203,43520
TOR,2006,4,0.01041,0.00203,0.00000,0.01244,0.00180,43520
TOR,2006,5,0.01071,0.00201,0.00000,0.01271,0.00226,43520
TOR,2006,6,0.01043,0.00184,0.00000,0.01227,0.00226,43520
TOR,2006,7,0.01094,0.00208,0.00000,0.01302,0.00265,43520
TOR,2006,8,0.01001,0.00173,0.00000,0.01174,0.00230,43520
TOR,2006,9,0.01231,0.00219,0.00000,0.01450,0.00271,43520
TOR,2006,10,0.01177,0.00213,0.00000,0.01389,0.00263,43520
TOR,2006,11,0.01636,0.00411,0.00000,0.02048,0.00249,43520
TOR,2006,12,0.03966,0.01128,0.00000,0.05094,0.00572,43520
TOR,2007,1,0.03189,0.01087,0.00000,0.04275,0.00970,43520
TOR,2007,2,0.02246,0.00744,0.00000,0.02991,0.00796,43520
TOR,2007,3,0.03112,0.00792,0.00000,0.03904,0.01124,43520
TOR,2007,4,0.02801,0.00725,0.00000,0.03526,0.01543,43520
TOR,2007,5,0.02539,0.00639,0.00000,0.03178,0.01208,43520
TOR,2007,6,0.00754,0.00192,0.00000,0.00946,0.00628,43520
TOR,2007,7,0.02018,0.00439,0.00000,0.02457,0.01379,43520
TOR,2007,8,0.03274,0.00603,0.00000,0.03877,0.01866,43520
TOR,2007,9,0.02469,0.00427,0.00000,0.02896,0.02140,43520
TOR,2007,10,0.02308,0.00361,0.00000,0.02670,0.01650,43520
TOR,2007,11,0.03288,0.00544,0.00000,0.03832,0.02353,43520
TOR,2007,12,0.03087,0.00554,0.00000,0.03641,0.03077,43520
TOR,2008,1,0.02942,0.00505,0.00000,0.03447,0.03457,43520
TOR,2008,2,0.02552,0.00439,0.00000,0.02990,0.03246,43520
TOR,2008,3,0.02620,0.00449,0.00000,0.03069,0.03506,43520
TOR,2008,4,0.02496,0.00422,0.00000,0.02917,0.03340,43520
TOR,2008,5,0.02025,0.00321,0.00000,0.02346,0.03086,43520
TOR,2008,6,0.02454,0.00357,0.00000,0.02811,0.03127,43520
TOR,2008,7,0.02436,0.00356,0.00000,0.02792,0.02760,43520
TOR,2008,8,0.02534,0.00420,0.00000,0.02953,0.03181,43520
TOR,2008,9,0.02487,0.00384,0.00000,0.02871,0.03151,43520
TOR,2008,10,0.02627,0.00367,0.00000,0.02994,0.03615,43520
TOR,2008,11,0.02569,0.00314,0.00000,0.02883,0.03232,43520
TOR,2008,12,0.02721,0.00398,0.00000,0.03119,0.03385,43520
TOR,2009,1,0.02699,0.00391,0.00000,0.03090,0.03456,43520
TOR,2009,2,0.02287,0.00322,0.00000,0.02609,0.02975,43520
TOR,2009,3,0.02197,0.00275,0.00000,0.02472,0.02467,43520
TOR,2009,4,0.02523,0.00325,0.00000,0.02848,0.03577,43520
TOR,2009,5,0.01985,0.00232,0.00000,0.02216,0.02532,43520
TOR,2009,6,0.02680,0.00332,0.00000,0.03012,0.03386,43520
TOR,2009,7,0.02723,0.00392,0.00000,0.03114,0.03458,43520
TOR,2009,8,0.02399,0.00315,0.00000,0.02714,0.02751,43520
TOR,2009,9,0.02211,0.00261,0.00000,0.02472,0.03312,43520
TOR,2009,10,0.02151,0.00229,0.00000,0.02380,0.02759,43520
TOR,2009,11,0.02550,0.00315,0.00000,0.02864,0.03479,43520
TOR,2009,12,0.02498,0.00322,0.00000,0.02820,0.03573,43520
TOR,2010,1,0.02405,0.00295,0.00000,0.02700,0.03453,43520
TOR,2010,2,0.02073,0.00262,0.00000,0.02335,0.03013,43520
TOR,2010,3,0.01060,0.00118,0.00000,0.01178,0.01391,43520
TOR,2010,4,0.01785,0.00152,0.00000,0.01937,0.01513,43520
TOR,2010,5,0.02418,0.00256,0.00000,0.02674,0.01893,43520
TOR,2010,6,0.00585,0.00066,0.00000,0.00650,0.00455,43520
TOR,2010,7,0.02837,0.00264,0.00000,0.03101,0.02259,43520
TOR,2010,8,0.02245,0.00247,0.00000,0.02491,0.01675,43520
TOR,2010,9,0.02011,0.00224,0.00000,0.02235,0.01674,43520
TOR,2010,10,0.02031,0.00215,0.00000,0.02246,0.01318,43520
TOR,2010,11,0.01805,0.00174,0.00000,0.01979,0.01711,43520
TOR,2010,12,0.02212,0.00231,0.00000,0.02443,0.02068,43520
TOR,2011,1,0.01634,0.00183,0.00000,0.01818,0.02093,43520
TOR,2011,2,0.01171,0.00130,0.00000,0.01301,0.01849,43520
TOR,2011,3,0.01171,0.00127,0.00000,0.01298,0.02018,43520
TOR,2011,4,0.01345,0.00122,0.00000,0.01467,0.02102,43520
TOR,2011,5,0.01842,0.00137,0.00000,0.01979,0.02069,43520
TOR,2011,6,0.01815,0.00138,0.00000,0.01953,0.01761,43520
TOR,2011,7,0.02246,0.00175,0.00000,0.02421,0.03258,43520
TOR,2011,8,0.02181,0.00189,0.00000,0.02371,0.03498,43520
TOR,2011,9,0.02119,0.00183,0.00000,0.02302,0.02687,43520
TOR,2011,10,0.02316,0.00208,0.00000,0.02523,0.02327,43520
TOR,2011,11,0.01704,0.00152,0.00000,0.01856,0.01596,43520
TOR,2011,12,0.02068,0.00179,0.00000,0.02247,0.01197,43520
TOR,2012,1,0.01467,0.00124,0.00000,0.01591,0.01699,43520
TOR,2012,2,0.02077,0.00191,0.00000,0.02269,0.02181,43520
TOR,2012,3,0.02021,0.00195,0.00000,0.02216,0.02241,43520
TOR,2012,4,0.01936,0.00190,0.00000,0.02126,0.02197,43520
TOR,2012,5,0.01585,0.00137,0.00000,0.01722,0.01888,43520
TOR,2012,6,0.01996,0.00152,0.00000,0.02147,0.01088,43520
TOR,2012,7,0.01946,0.00165,0.00000,0.02111,0.00876,43520
TOR,2012,8,0.01853,0.00147,0.00000,0.01999,0.00835,43520
TOR,2012,9,0.01525,0.00112,0.00000,0.01637,0.00729,43520
TOR,2012,10,0.02000,0.00148,0.00000,0.02149,0.00876,43520
TOR,2012,11,0.01837,0.00156,0.00000,0.01993,0.00745,43520
TOR,2012,12,0.01808,0.00156,0.00000,0.01964,0.00459,43520
TOR,2013,1,0.01760,0.00144,0.00000,0.01905,0.01068,43520
TOR,2013,2,0.01549,0.00136,0.00000,0.01685,0.02085,43520
TOR,2013,3,0.01966,0.00171,0.00000,0.02136,0.02636,43520
TOR,2013,4,0.01721,0.00150,0.00000,0.01871,0.02261,43520
TOR,2013,5,0.01914,0.00175,0.00000,0.02089,0.02791,43520
TOR,2013,6,0.00090,0.00007,0.00000,0.00097,0.00091,43520
TOR,2013,7,0.01501,0.00132,0.00000,0.01634,0.00963,43520
TOR,2013,8,0.01125,0.00104,0.00000,0.01229,0.01569,43520
TOR,2013,9,0.00841,0.00089,0.00000,0.00930,0.01969,43520
TOR,2013,10,0.01048,0.00138,0.00000,0.01186,0.02168,43520
TOR,2013,11,0.00858,0.00111,0.00000,0.00969,0.01918,43520
TOR,2013,12,0.00669,0.00070,0.00000,0.00739,0.01417,43520
TOR,2014,1,0.00819,0.00105,0.00000,0.00924,0.01887,43520
TOR,2014,2,0.00825,0.00113,0.00000,0.00938,0.01758,43520
TOR,2014,3,0.00783,0.00080,0.00000,0.00863,0.01508,43520
TOR,2014,4,0.00637,0.00057,0.00000,0.00694,0.01747,43520
TOR,2014,5,0.00804,0.00077,0.00000,0.00880,0.01945,43520
TOR,2014,6,0.00804,0.00090,0.00000,0.00895,0.01868,43520
TOR,2014,7,0.00752,0.00078,0.00000,0.00830,0.01931,43520
TOR,2014,8,0.00665,0.00063,0.00000,0.00728,0.01848,43520
TOR,2014,9,0.00670,0.00062,0.00000,0.00732,0.01862,43520
TOR,2014,10,0.00679,0.00060,0.00000,0.00739,0.01882,43520
TOR,2014,11,0.00604,0.00055,0.00000,0.00659,0.01915,43520
TOR,2014,12,0.00620,0.00046,0.00000,0.00666,0.00816,43520
TOR,2015,1,0.00673,0.00040,0.00000,0.00713,0.00561,43520
TOR,2015,2,0.00559,0.00058,0.00000,0.00617,0.00471,43520
TOR,2015,3,0.00570,0.00036,0.00000,0.00607,0.00997,43520
TOR,2015,4,0.00860,0.00071,0.00000,0.00931,0.01265,43520
TOR,2015,5,0.00708,0.00060,0.00000,0.00768,0.01395,43520
TOR,2015,6,0.00664,0.00067,0.00000,0.00731,0.01977,43520
TOR,2015,7,0.00705,0.00076,0.00000,0.00781,0.02022,43520
TOR,2015,8,0.00594,0.00063,0.00000,0.00657,0.01827,43520
TOR,2015,9,0.00561,0.00051,0.00000,0.00612,0.01752,43520
TOR,2015,10,0.00582,0.00048,0.00000,0.00630,0.01726,43520
TOR,2015,11,0.00553,0.00038,0.00000,0.00591,0.01669,43520
TOR,2015,12,0.00528,0.00049,0.00000,0.00577,0.01584,43520
TORDIS,1994,6,0.10505,0.01310,0.00000,0.11815,0.00000,43725
TORDIS,1994,7,0.13314,0.01585,0.00000,0.14899,0.00000,43725
TORDIS,1994,8,0.07910,0.00760,0.00000,0.08671,0.00000,43725
TORDIS,1994,9,0.22646,0.02200,0.00000,0.24846,0.00000,43725
TORDIS,1994,10,0.30905,0.02965,0.00000,0.33870,0.00000,43725
TORDIS,1994,11,0.34122,0.03105,0.00000,0.37227,0.00000,43725
TORDIS,1994,12,0.36088,0.03387,0.00000,0.39475,0.00000,43725
TORDIS,1995,1,0.36180,0.03503,0.00000,0.39683,0.00000,43725
TORDIS,1995,2,0.31100,0.03056,0.00000,0.34156,0.00000,43725
TORDIS,1995,3,0.37074,0.03618,0.00000,0.40692,0.00000,43725
TORDIS,1995,4,0.36869,0.03586,0.00000,0.40455,0.00000,43725
TORDIS,1995,5,0.36045,0.03752,0.00000,0.39797,0.00000,43725
TORDIS,1995,6,0.36045,0.03526,0.00000,0.39571,0.00000,43725
TORDIS,1995,7,0.36078,0.03444,0.00000,0.39521,0.00000,43725
TORDIS,1995,8,0.20870,0.01993,0.00000,0.22863,0.00000,43725
TORDIS,1995,9,0.03124,0.03137,0.00000,0.06261,0.00000,43725
TORDIS,1995,10,0.36605,0.03808,0.00000,0.40413,0.00000,43725
TORDIS,1995,11,0.34205,0.03346,0.00000,0.37551,0.00000,43725
TORDIS,1995,12,0.39484,0.04017,0.00000,0.43501,0.00000,43725
TORDIS,1996,1,0.45138,0.04463,0.00000,0.49601,0.00000,43725
TORDIS,1996,2,0.40987,0.03874,0.00000,0.44861,0.00000,43725
TORDIS,1996,3,0.42746,0.04194,0.00000,0.46939,0.00000,43725
TORDIS,1996,4,0.38056,0.03823,0.00000,0.41879,0.00000,43725
